,track_name,artist_name,album_name,artist_genres,track_popularity,artist_popularity,mood_danceability,mood_valence,mood_energy,mood_tempo,prop_loudness,prop_speechiness,prop_instrumentalness,context_liveness,context_acousticness
1,God's Plan,Drake,Scorpion,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",81,98,0.754,0.357,0.449,77.169,-9.211,0.109,8.29e-05,0.552,0.0332
2,rockstar (feat. 21 Savage),Post Malone,beerbongs & bentleys,"['dfw rap', 'melodic rap', 'rap']",83,91,0.585,0.129,0.52,159.801,-6.136,0.0712,7.01e-05,0.131,0.124
3,I Like Me Better,Lauv,I met you when I was 18. (the playlist),"['dance pop', 'electropop', 'pop']",81,83,0.752,0.419,0.505,91.97,-7.621,0.253,2.55e-06,0.104,0.535
4,2002,Anne-Marie,Speak Your Mind (Deluxe),"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",80,82,0.697,0.603,0.683,96.133,-2.881,0.117,0.0,0.137,0.0372
5,Youngblood,5 Seconds of Summer,Youngblood,"['boy band', 'dance pop', 'pop', 'post-teen pop']",69,84,0.596,0.152,0.854,120.274,-5.114,0.463,0.0,0.124,0.0169
6,Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,"['chicago rap', 'melodic rap']",83,95,0.511,0.218,0.566,83.903,-7.23,0.2,0.0,0.34,0.349
7,The Middle,Zedd,The Middle,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house']",79,80,0.753,0.437,0.657,107.01,-3.061,0.0449,0.0,0.112,0.171
8,FRIENDS,Marshmello,FRIENDS,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",78,86,0.626,0.534,0.88,95.079,-2.384,0.0504,0.0,0.128,0.205
9,I Like It,Cardi B,Invasion of Privacy,"['dance pop', 'pop', 'pop rap', 'rap']",78,86,0.816,0.65,0.726,136.048,-3.998,0.129,0.0,0.372,0.099
10,Rewrite The Stars,Zac Efron,Rewrite The Stars,"['hollywood', 'post-teen pop', 'show tunes']",71,73,0.684,0.284,0.619,125.046,-7.005,0.0386,0.0,0.122,0.0716
11,no tears left to cry,Ariana Grande,Sweetener,"['dance pop', 'pop']",77,93,0.699,0.354,0.713,121.993,-5.507,0.0594,3.11e-06,0.294,0.04
12,All The Stars (with SZA),Kendrick Lamar,Black Panther The Album Music From And Inspired By,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",80,91,0.698,0.552,0.633,96.924,-4.946,0.0597,0.000194,0.0926,0.0605
13,One Kiss (with Dua Lipa),Calvin Harris,One Kiss (with Dua Lipa),"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",80,87,0.791,0.592,0.862,123.994,-3.24,0.11,2.19e-05,0.0814,0.037
14,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","['dance pop', 'pop', 'post-teen pop']",76,76,0.664,0.742,0.708,103.07,-4.154,0.0474,0.0,0.0841,0.0337
15,lovely (with Khalid),Billie Eilish,lovely (with Khalid),"['art pop', 'electropop', 'pop']",86,93,0.351,0.12,0.296,115.284,-10.109,0.0333,0.0,0.095,0.934
16,Back To You,Selena Gomez,13 Reasons Why (Season 2),"['dance pop', 'pop', 'post-teen pop']",68,86,0.6,0.494,0.683,102.036,-6.271,0.0493,1.26e-06,0.11,0.0984
17,Silence,Marshmello,Silence,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",79,86,0.52,0.286,0.761,141.971,-3.093,0.0853,4.96e-06,0.17,0.256
18,God is a woman,Ariana Grande,Sweetener,"['dance pop', 'pop']",78,93,0.602,0.268,0.658,145.031,-5.934,0.0558,6e-05,0.237,0.0233
19,IDGAF,Dua Lipa,Dua Lipa (Deluxe),"['dance pop', 'pop', 'uk pop']",78,94,0.836,0.51,0.544,97.028,-5.975,0.0943,0.0,0.0824,0.0403
20,Him & I (with Halsey),G-Eazy,The Beautiful & Damned,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",75,81,0.589,0.191,0.731,87.908,-6.343,0.0868,0.0,0.308,0.0534
21,Better Now,Post Malone,beerbongs & bentleys,"['dfw rap', 'melodic rap', 'rap']",79,91,0.68,0.341,0.578,145.038,-5.804,0.04,0.0,0.135,0.331
22,Eastside (with Halsey & Khalid),benny blanco,Eastside (with Halsey & Khalid),"['pop', 'pop rap']",75,77,0.56,0.319,0.68,89.391,-7.648,0.321,0.0,0.116,0.555
23,Freaky Friday (feat. Chris Brown),Lil Dicky,Freaky Friday (feat. Chris Brown),"['comedy rap', 'pop rap', 'rap']",69,67,0.755,0.755,0.599,133.123,-5.042,0.224,0.0,0.109,0.147
24,Never Be the Same,Camila Cabello,Camila,"['dance pop', 'pop', 'post-teen pop']",74,89,0.637,0.243,0.713,129.923,-4.333,0.0747,0.000637,0.137,0.181
25,This Feeling,The Chainsmokers,Sick Boy,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",72,86,0.575,0.449,0.571,105.049,-7.906,0.0439,0.0,0.0912,0.0558
26,Happier,Marshmello,Happier,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",81,86,0.687,0.671,0.792,100.015,-2.749,0.0452,0.0,0.167,0.191
27,Finesse - Remix; feat. Cardi B,Bruno Mars,Finesse (Remix) [feat. Cardi B],"['dance pop', 'pop']",73,92,0.704,0.926,0.859,105.115,-4.877,0.0996,0.0,0.0215,0.0185
28,Wolves,Selena Gomez,Wolves,"['dance pop', 'pop', 'post-teen pop']",78,86,0.724,0.306,0.804,124.987,-4.614,0.0448,0.0,0.204,0.124
29,Love Lies (with Normani),Khalid,Love Lies (with Normani),"['pop', 'pop r&b']",73,90,0.708,0.338,0.648,143.955,-5.626,0.0449,0.0,0.134,0.0956
30,we fell in love in october,girl in red,we fell in love in october / forget her,"['bedroom pop', 'bubblegrunge', 'indie pop', 'norwegian indie', 'pop']",82,81,0.566,0.237,0.366,129.959,-12.808,0.028,0.181,0.155,0.113
31,Call Out My Name,The Weeknd,"My Dear Melancholy,","['canadian contemporary r&b', 'canadian pop', 'pop']",80,97,0.461,0.175,0.593,134.17,-4.954,0.0356,0.0,0.307,0.17
32,No Brainer,DJ Khaled,No Brainer,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",66,82,0.552,0.639,0.76,135.702,-4.706,0.342,0.0,0.0865,0.0733
33,Let You Down,NF,Perception,"['hip hop', 'pop rap', 'rap']",79,84,0.662,0.464,0.714,147.997,-5.68,0.121,0.0,0.179,0.312
34,Jackie Chan,Tiësto,Jackie Chan,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",72,87,0.747,0.687,0.834,128.005,-2.867,0.045,0.0,0.0586,0.374
35,I Miss You (feat. Julia Michaels),Clean Bandit,What Is Love? (Deluxe Edition),"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",70,81,0.693,0.369,0.624,105.002,-7.482,0.0448,7.64e-06,0.0955,0.299
36,It's Not Living (If It's Not With You),The 1975,A Brief Inquiry Into Online Relationships,"['modern alternative rock', 'modern rock', 'pop', 'rock']",70,78,0.618,0.526,0.837,121.227,-5.338,0.0304,0.000378,0.0618,0.000254
37,Rise,Jonas Blue,Blue,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",70,80,0.687,0.655,0.785,106.046,-4.65,0.0333,0.0,0.203,0.327
38,Mine,Bazzi,COSMIC,"['dance pop', 'electropop', 'pop']",75,78,0.71,0.717,0.789,142.929,-3.874,0.0722,2.77e-06,0.451,0.0161
39,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,All Your Fault: Pt. 2,"['dance pop', 'edm', 'electropop', 'pop', 'post-teen pop']",74,82,0.643,0.579,0.783,154.084,-6.458,0.0856,0.0,0.083,0.047
40,Bad At Love,Halsey,hopeless fountain kingdom (Deluxe),"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",72,87,0.675,0.612,0.751,118.384,-3.539,0.0296,0.0,0.0893,0.0604
41,SAD!,XXXTENTACION,?,"['emo rap', 'miami hip hop']",82,92,0.74,0.473,0.613,75.023,-4.88,0.145,0.00372,0.123,0.258
42,Be Alright,Dean Lewis,Be Alright,"['australian pop', 'pop']",78,78,0.553,0.443,0.586,126.684,-6.319,0.0362,0.0,0.0813,0.697
43,LOVE. FEAT. ZACARI.,Kendrick Lamar,DAMN.,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",80,91,0.8,0.779,0.585,126.058,-7.343,0.0924,0.0,0.153,0.264
44,German,EO,German,['afroswing'],67,58,0.862,0.852,0.583,103.019,-6.26,0.0654,1.86e-05,0.191,0.811
45,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]","['ohio hip hop', 'pop rap']",71,89,0.653,0.216,0.718,82.034,-5.232,0.213,0.0,0.0537,0.00413
46,Bad Vibe,M.O,Bad Vibe,"['afroswing', 'dance pop', 'girl group', 'house', 'pop dance', 'tropical house', 'uk dance']",53,56,0.813,0.758,0.701,110.009,-4.428,0.0449,0.0,0.0962,0.178
47,Trip,Ella Mai,Ella Mai,"['dance pop', 'pop', 'pop rap', 'r&b', 'uk contemporary r&b', 'urban contemporary']",72,74,0.477,0.358,0.61,79.882,-5.628,0.144,0.0,0.107,0.225
48,How Long,Charlie Puth,Voicenotes,"['dance pop', 'pop', 'viral pop']",72,86,0.845,0.811,0.561,109.974,-5.253,0.0778,3.49e-06,0.0383,0.211
49,Delicate,Taylor Swift,reputation,['pop'],75,98,0.75,0.0499,0.404,95.045,-10.178,0.0682,0.000357,0.0911,0.216
50,MotorSport,Migos,Culture II,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",71,83,0.904,0.188,0.518,137.996,-5.32,0.183,0.0,0.325,0.0305
51,Moonlight,XXXTENTACION,?,"['emo rap', 'miami hip hop']",81,92,0.921,0.711,0.537,128.009,-5.723,0.0804,0.00404,0.102,0.556
52,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",73,73,0.653,0.55,0.809,92.213,-4.057,0.0474,0.0,0.165,0.194
53,The Way I Am,Charlie Puth,Voicenotes,"['dance pop', 'pop', 'viral pop']",64,86,0.755,0.642,0.769,114.966,-5.658,0.186,2.38e-06,0.0628,0.314
54,Pray For Me (with Kendrick Lamar),The Weeknd,Black Panther The Album Music From And Inspired By,"['canadian contemporary r&b', 'canadian pop', 'pop']",69,97,0.735,0.188,0.677,100.584,-4.979,0.093,2.17e-05,0.111,0.0762
55,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",75,82,0.842,0.617,0.801,95.881,-4.167,0.228,4.82e-06,0.0642,0.157
56,Let's Fall in Love for the Night,FINNEAS,Let’s Fall In Love For The Night,"['alt z', 'electropop', 'la indie', 'pop']",71,76,0.737,0.374,0.408,127.921,-7.941,0.104,0.0,0.171,0.802
57,In My Feelings,Drake,Scorpion,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",75,98,0.835,0.35,0.626,91.03,-5.833,0.125,6e-05,0.396,0.0589
58,changes,XXXTENTACION,?,"['emo rap', 'miami hip hop']",78,92,0.669,0.52,0.308,64.934,-10.068,0.029,0.0,0.0984,0.883
59,Ric Flair Drip (with Metro Boomin),Offset,Without Warning,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",80,82,0.88,0.333,0.428,100.007,-8.28,0.206,5.05e-05,0.114,0.149
60,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,Red Pill Blues (Deluxe),"['pop', 'pop rock']",73,90,0.851,0.448,0.541,124.959,-6.825,0.0505,0.0,0.13,0.568
61,Tequila,Dan + Shay,Dan + Shay,"['contemporary country', 'country', 'pop']",70,77,0.489,0.494,0.581,86.016,-5.731,0.0281,0.0,0.132,0.0312
62,In My Blood,Shawn Mendes,Shawn Mendes,"['canadian pop', 'dance pop', 'pop', 'viral pop']",74,90,0.622,0.487,0.712,140.025,-7.321,0.066,0.0,0.13,0.0573
63,Psycho (feat. Ty Dolla $ign),Post Malone,beerbongs & bentleys,"['dfw rap', 'melodic rap', 'rap']",77,91,0.75,0.459,0.56,140.06,-8.094,0.105,0.0,0.111,0.546
64,Done for Me (feat. Kehlani),Charlie Puth,Voicenotes,"['dance pop', 'pop', 'viral pop']",67,86,0.856,0.697,0.632,112.009,-3.692,0.074,0.0,0.0688,0.193
65,Bodak Yellow,Cardi B,Invasion of Privacy,"['dance pop', 'pop', 'pop rap', 'rap']",72,86,0.926,0.485,0.703,125.022,-6.337,0.103,0.0,0.231,0.0659
66,1950,King Princess,1950,"['alt z', 'art pop', 'dance pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop']",71,67,0.6,0.269,0.535,71.912,-7.043,0.107,4.7e-06,0.162,0.648
67,SICKO MODE,Travis Scott,ASTROWORLD,"['hip hop', 'rap', 'slap house', 'trap']",81,92,0.834,0.446,0.73,155.008,-3.714,0.222,0.0,0.124,0.00513
68,Sick Boy,The Chainsmokers,Sick Boy,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",68,86,0.663,0.454,0.577,89.996,-7.518,0.0531,0.0,0.12,0.109
69,Wait,Maroon 5,Red Pill Blues (Deluxe),"['pop', 'pop rock']",61,90,0.655,0.452,0.603,126.088,-5.014,0.0555,0.0,0.107,0.0959
70,Solo (feat. Demi Lovato),Clean Bandit,Solo (feat. Demi Lovato),"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",71,81,0.737,0.565,0.636,105.005,-4.546,0.0437,6.66e-05,0.35,0.0441
71,Body (feat. brando),Loud Luxury,Body (feat. brando),"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0,71,0.752,0.582,0.764,121.958,-4.399,0.038,9.44e-05,0.0543,0.0476
72,Nice For What,Drake,Scorpion,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",77,98,0.585,0.758,0.909,93.372,-6.474,0.0707,9.7e-05,0.119,0.0891
73,If You're Over Me,Years & Years,If You're Over Me,"['dance pop', 'edm', 'electropop', 'gauze pop', 'pop', 'pop dance', 'tropical house']",55,76,0.647,0.618,0.853,103.846,-4.516,0.0904,0.0,0.062,0.0615
74,Taste (feat. Offset),Tyga,Taste (feat. Offset),"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",73,86,0.884,0.342,0.559,97.994,-7.442,0.12,0.0,0.101,0.0236
75,I'll Be There,Jess Glynne,I'll Be There,"['australian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",62,77,0.623,0.4,0.851,100.063,-3.111,0.0409,0.0,0.12,0.0228
76,Saturday Sun,Vance Joy,Nation of Two,"['folk-pop', 'modern rock', 'pop', 'pop rock']",70,80,0.637,0.706,0.864,99.995,-4.381,0.0468,0.0,0.222,0.484
77,River (feat. Ed Sheeran),Eminem,Revival,"['detroit hip hop', 'hip hop', 'rap']",72,95,0.748,0.659,0.749,90.09,-5.916,0.516,0.0,0.0713,0.142
78,Tip Toe (feat. French Montana),Jason Derulo,Tip Toe (feat. French Montana),"['dance pop', 'pop', 'pop rap', 'post-teen pop']",64,85,0.845,0.62,0.709,98.062,-4.547,0.0714,0.0,0.094,0.0233
79,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,Fifty Shades Freed (Original Motion Picture Soundtrack),"['dance pop', 'pop', 'post-teen pop']",61,71,0.541,0.2,0.787,113.0,-4.618,0.0331,0.0,0.157,0.0167
80,Walk It Talk It,Migos,Culture II,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",74,83,0.907,0.395,0.633,145.914,-5.145,0.184,2.6e-06,0.106,0.0876
81,17,MK,17,"['dance pop', 'deep groove house', 'edm', 'house', 'pop dance', 'tropical house']",64,69,0.703,0.667,0.832,122.029,-7.202,0.0689,0.127,0.0696,0.00149
82,Spotlight,Marshmello,Spotlight,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",71,86,0.546,0.615,0.822,150.06,-4.483,0.151,0.0,0.742,0.0145
83,Be Careful,Cardi B,Invasion of Privacy,"['dance pop', 'pop', 'pop rap', 'rap']",67,86,0.82,0.535,0.568,152.279,-8.23,0.411,0.0,0.0952,0.0256
84,Shotgun,George Ezra,Staying at Tamara's,"['folk-pop', 'modern rock', 'neo-singer-songwriter', 'pop', 'pop rock']",76,78,0.673,0.754,0.735,115.744,-4.733,0.0457,0.0,0.242,0.286
85,Yes Indeed,Lil Baby,Harder Than Ever,"['atl hip hop', 'atl trap', 'rap', 'trap']",79,93,0.963,0.562,0.346,119.957,-9.309,0.53,0.0,0.108,0.0355
86,Answerphone (feat. Yxng Bane),Banx & Ranx,Answerphone (feat. Yxng Bane),['basshall'],56,64,0.671,0.454,0.834,113.021,-3.928,0.0885,0.0,0.454,0.0387
87,FEFE,6ix9ine,DUMMY BOY,"['emo rap', 'rap']",41,77,0.931,0.376,0.387,125.978,-9.127,0.412,0.0,0.136,0.088
88,Stir Fry,Migos,Culture II,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",72,83,0.817,0.508,0.816,181.982,-5.402,0.269,0.0,0.159,0.00263
89,Everyday,Logic,Bobby Tarantino II,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",69,82,0.667,0.422,0.741,149.908,-4.099,0.0378,0.0,0.0761,0.0425
90,Nonstop,Drake,Scorpion,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",77,98,0.912,0.423,0.412,154.983,-8.074,0.123,0.0126,0.104,0.0165
91,Mo Bamba,Sheck Wes,MUDBOY,"['rap', 'trap', 'underground hip hop', 'vapor trap']",76,70,0.729,0.261,0.625,146.034,-5.266,0.0315,0.00986,0.248,0.194
92,Boo'd Up,Ella Mai,READY,"['dance pop', 'pop', 'pop rap', 'r&b', 'uk contemporary r&b', 'urban contemporary']",67,74,0.561,0.235,0.779,81.965,-5.107,0.0531,0.0,0.078,0.0862
93,Lullaby,Sigala,Lullaby,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",59,78,0.725,0.859,0.834,120.026,-3.913,0.037,1.27e-05,0.0834,0.0784
94,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),"['dance pop', 'downtempo', 'pop', 'post-teen pop', 'shiver pop']",56,62,0.747,0.453,0.641,100.028,-4.502,0.0925,0.00107,0.106,0.25
95,Jumanji,B Young,Jumanji,"['afroswing', 'london rap', 'uk hip hop']",60,66,0.791,0.603,0.473,95.948,-9.86,0.25,0.0,0.0959,0.279
96,The Greatest Show,Hugh Jackman,The Greatest Showman (Original Motion Picture Soundtrack),"['hollywood', 'show tunes']",72,72,0.417,0.4,0.824,157.92,-7.36,0.105,0.0545,0.0725,0.000239
97,Simple,Florida Georgia Line,Can't Say I Ain't Country,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",70,80,0.362,0.864,0.882,199.811,-3.717,0.0973,0.0,0.15,0.0791
98,Strangers,Sigrid,Sucker Punch,"['dance pop', 'norwegian pop', 'pop']",59,69,0.758,0.127,0.718,115.04,-6.129,0.0383,0.00132,0.0781,0.00565
99,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)","['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",71,75,0.645,0.376,0.705,137.133,-5.008,0.299,0.0,0.128,0.000813
100,Natural,Imagine Dragons,Origins (Deluxe),"['modern rock', 'rock']",79,93,0.704,0.22,0.611,100.0,-6.112,0.0409,0.0,0.0812,0.217
